data,label
"[b'jergucci', b'dev', b'you', b'real', b'mvp', b'thats', b'wat', b'ya', b'bitch', b'said', b'i', b'finished']",1
"[b'jestonaelives', b'burnt', b'pussy', b'lips', b'httpstcowhgfzbukr', b'gal', b'blue', b'throwing']",1
"[b'joebudden', b'the', b'bad', b'bitches', b'bad', b'start', b'talking', b'anyway', b'he', b'preaching']",1
"[b'johnelhadleyjr', b'uncle', b'charlie', b'got', b'thru', b'lip', b'singinghaha']",2
"[b'juanndacut', b'when', b'twitter', b'rappers', b'dm', b'trash', b'links', b'httptcooorzoo']",2
"[b'jukejuke', b'lance', b'stevenson', b'gone', b'leave', b'indiana', b'trash', b'anyway']",2
"[b'juliansantomaur', b'hoes', b'dick', b'sweg', b'learned', b'best']",1
"[b'juniormaye', b'a', b'lot', b'though', b'attitudes', b'pure', b'trash', b'teamwhitegirls', b'swirltheworld']",2
"[b'justkarahn', b'whatido', b'sit', b'shit', b'dnt', b'sing', b'hoe', b'justkarahn', b'noyess']",1
"[b'justkarahn', b'whatido', b'y', b'though', b'httptcohgooxo', b'really', b'hoe', b'really', b'u', b'dummy', b'taking', b'pic']",1
"[b'kinsly', b'when', b'im', b'pussy', b'honey', b'im', b'home']",1
"[b'kaaygq', b'sexy', b'bitch', b'hope', b'bout']",1
"[b'karynhalpin', b'where', b'foreskins', b'go', b'circumcise', b'guy', b'foreskin', b'fairy', b'takes', b'put', b'pillow']",2
"[b'kashstackz', b'yall', b'confused', b'days', b'httptcolipeuvqh', b'somebody', b'put', b'hoe', b'dress']",1
"[b'katefrancesss', b'majority', b'news', b'feed', b'people', b'arguing', b'means', b'redneck', b'vermontproblems']",1
"[b'kattwilliams', b'you', b'hoe', b'without', b'sex', b'ask', b'girls', b'texting', b'alotta', b'niggas', b'time']",1
"[b'kaycimalynn', b'im', b'pro', b'losing', b'followers', b'some', b'people', b'cant', b'handle', b'excessive', b'use', b'work', b'cunt', b'mines', b'cause', b'i', b'say', b'fuck']",1
"[b'keauram', b'whitegoddesss', b'repost', b'httptcogcsrbhqoqp', b'kush', b'blunt', b'convos', b'a', b'simple', b'minded', b'ho', b'made', b'pic', b'i', b'bet']",1
"[b'kevhoeee', b'if', b'i', b'couldnt', b'trust', b'homies', b'could', b'i', b'trust', b'hoesyou', b'cant', b'lol']",1
"[b'kikclean', b'brah', b'wiz', b'cheated', b'httptcoozpndngj', b'hair', b'like', b'dyke', b'uh', b'duh']",2
"[b'kingdakkar', b'these', b'hoes', b'control', b'httpstcohzmfmayvalmfaooo']",1
"[b'kingsm', b'if', b'howard', b'elbow', b'bosh', b'bosh', b'fight', b'back', b'dont', b'got', b'mcbob', b'bird', b'ud']",2
"[b'kinggki', b'im', b'drunk', b'im', b'bout', b'bitchneed', b'ride']",1
"[b'kxngjase', b'versace', b'versace', b'i', b'talk', b'shit', b'twitter', b'bitch', b'blocked', b'mebremarie']",1
"[b'kyariesda', b'ginobli', b'dropping', b'bitches', b'like', b'delta', b'line']",1
"[b'lodmtpapi', b'clingy', b'girlfriends', b'best', b'httptcodtnuaua', b'stop', b'lying', b'hoes', b'bro', b'that', b'shit', b'annoying']",1
"[b'lakeshorejohnny', b'eliot', b'pussy', b'mmmmmether']",1
"[b'lanaecuteass', b'my', b'bitch', b'bad', b'shes', b'puerto', b'rican', b'song']",1
"[b'laneishaaaa', b'thompsonera', b'pretty', b'boy', b'face', b'awee', b'thanks', b'faggot']",1
"[b'lastwordevan', b'an', b'inning', b'half', b'away', b'alex', b'rodriguez', b'eligible', b'play', b'just', b'thought', b'yankees', b'mlb', b'omg', b'feel', b'ulcer']",2
"[b'layaface', b'we', b'brooklyn', b'bound', b'wit', b'money', b'feelin', b'like', b'yung', b'jeezy', b'bitch', b'httptcotoqbfwnzg', b'lmaoooo']",1
"[b'leelucas', b'maxnostalgia', b'httptcofdmxcexj', b'bitch', b'ima', b'shake', b'til', b'i', b'cant', b'nomo']",1
"[b'leelucas', b'fuck', b'ugly', b'lol', b'show', b'teeth', b'bitch', b'fuck', b'u']",1
"[b'leelucas', b'lol', b'cool', b'son', b'you', b'know', b'grandma', b'bald', b'mouthshe', b'got', b'teeth', b'hoe']",1
"[b'leelucas', b'mo', b'bitch', b'special', b'ed', b'darlene', b'backatown', b'gn']",1
"[b'leelucas', b'darwinjames', b'cant', b'fit', b'small', b'ass', b'street', b'sonbitch', b'know', b'happen', b'last', b'time', b'onyur', b'st']",1
"[b'leelucas', b'going', b'dumb', b'essay', b'bitch', b'sad']",1
"[b'leelucas', b'i', b'fucked', b'th', b'gradeyeah', b'bitch', b'wants', b'fight', b'yo', b'dawg', b'ass']",1
"[b'leelucas', b'yall', b'tl', b'need', b'sleep', b'yall', b'got', b'school', b'tomorrow', b'bitch', b'i', b'got', b'straight', b'as', b'ion', b'need', b'go']",1
"[b'legendarye', b'dont', b'een', b'tryna', b'disrespectful', b'say', b'bitch', b'term', b'like', b'bruh', b'son']",1
"[b'leggsmania', b'phenomenalro', b'gone', b'leave', b'hoe']",1
"[b'leggsmania', b'next', b'time', b'i', b'see', b'bitch', b'im', b'beating', b'ass', b'job', b'lol']",1
"[b'leslieeeixta', b'vikyfdez', b'fuck', b'bitch', b'get', b'mi', b'house']",1
"[b'lesterrnem', b'bad', b'bitches', b'thing', b'i', b'like']",1
"[b'lickmywhooooop', b'vintagemonroe', b'justdoitslow', b'aint', b'bundles', b'soooo', b'nopeit', b'bitch', b'happy', b'hosting']",1
"[b'lilreese', b'no', b'yu', b'cant', b'get', b'money', b'yu', b'silly', b'hoe']",1
"[b'livefromthea', b'these', b'niggaz', b'bitches', b'hiding', b'behind', b'gangs', b'aint']",1
"[b'longmoneytonyy', b'vintagemonroe', b'dont', b'say', b'shit', b'else', b'just', b'stfu', b'bitch', b'lot', b'twitter', b'shit', b'come', b'see']",1
"[b'lopezwhs', b'niggas', b'talk', b'bitches', b'days']",1
"[b'lopezwhs', b'you', b'little', b'stupid', b'ass', b'bitch', b'aint', b'fuckin']",1
"[b'lovelifeest', b'seriouslee', b'aint', b'gone', b'lie', b'amp', b'old', b'heads', b'say', b'see', b'figured', b'nah', b'retarded']",1
"[b'lovelifeest', b'lmao', b'west', b'amp', b'aero', b'sound', b'young', b'af', b'talking', b'bout', b'hoes', b'n', b'weed', b'n', b'shit', b'finesseiam', b'brah', b'gotta', b'listen', b'shit']",1
"[b'luaboo', b'niggas', b'long', b'ass', b'monkey', b'arms', b'make', b'best', b'cuddle', b'buddiesso', b'i', b'heard', b'ahaha', b'female', b'told']",1
"[b'mrx', b'sometimes', b'i', b'hate', b'az', b'amp', b'sometimes', b'i', b'love', b'depends', b'time', b'year', b'i', b'guess', b'amp', b'dumb', b'bitches', b'live']",1
"[b'milfchronicles', b'dudes', b'shaving', b'without', b'athletic', b'purpose', b'gay', b'af', b'youre', b'retarded']",0
"[b'mj', b'bcarter', b'hes', b'eating', b'cuz', b'hes', b'women', b'cant', b'cook', b'u', b'gotta', b'get', b'rid', b'hoe']",1
"[b'mrad', b'im', b'going', b'miss', b'bitches', b'much', b'httptcolupoqatr', b'far', b'right', b'resting', b'ol', b'girl', b'booty', b'yall', b'funny', b'shit']",1
"[b'mrad', b'you', b'bitch', b'fat', b'ass', b'way', b'live', b'u', b'young', b'shit', b'gonna', b'get', b'old', b'tho', b'lot', b'dents']",1
"[b'maratheemodel', b'iamkiddphila', b'marcus', b'bitch', b'ass', b'heartofahustlah', b'aint', b'loyal', b'team', b'hopping', b'ass']",1
"[b'maratheemodel', b'hoe', b'fax', b'type', b'yo', b'bitch', b'number', b'google', b'see', b'pops', b'back', b'page', b'thank', b'heartofahustlah']",1
"[b'madisonmum', b'i', b'told', b'never', b'fold', b'amp', b'never', b'sell', b'solethey', b'should', b'have', b'told', b'yu', b'stay', b'in', b'school', b'soul', b'autocorrect', b'hoed']",1
"[b'magssca', b'adriennebailon', b'bitch', b'u', b'tried', b'it', b'u', b'deserved', b'every', b'foul', b'word', b'came', b'chris', b'mouth', b'bye', b'hoe']",1
"[b'majorslander', b'one', b'last', b'shot', b'love', b'shit', b'im', b'dogging', b'hoes', b'drakelistener']",1
"[b'malikhasanimani', b'bcarter', b'negro', b'wear', b'size', b'im', b'im', b'still', b'growing']",1
"[b'malikhasanimani', b'bcarter', b'whats', b'good', b'familyin', b'gym', b'looking', b'hoes', b'hit', b'u', b'later']",1
"[b'mannybdlopez', b'when', b'open', b'starburst', b'candy', b'get', b'yellows', b'httptcofddbfezb', b'lmao', b'bruh']",2
"[b'mannykreamg', b'birthday', b'weekend', b'starts', b'today', b'shut', b'yo', b'hoe', b'ass']",1
"[b'mariehippy', b'bitch', b'niggas', b'pay', b'hoes', b'lay', b'hoes', b'relax', b'one', b'night', b'youll', b'pay', b'stay', b'hoes']",1
"[b'marielevisual', b'wardrobe', b'consist', b'mostly', b'leggings', b'yous', b'hoe', b'guilty']",1
"[b'marlinfishyass', b'sqquad', b'in', b'mall', b'yo', b'bitch', b'yo', b'money', b'im', b'getting', b'somethin']",1
"[b'mattietrump', b'eat', b'lot', b'protein', b'eat', b'lot', b'pussy', b'mattietrumpstipsforabetterlife', b'eat', b'whole', b'ass']",1
"[b'maxwelllarsen', b'im', b'jakes', b'bitch']",1
"[b'maxwelllarsen', b'when', b'live', b'gay', b'cant', b'afraid', b'two', b'black', b'dicks', b'butt', b'fucking', b'queer']",0
"[b'mecausemrae', b'a', b'lot', b'males', b'need', b'dress', b'real', b'men', b'halloween', b'since', b'yall', b'acting', b'like', b'bitches', b'year']",1
"[b'medrano', b'you', b'want', b'little', b'bitch', b'ima', b'treat', b'like', b'little', b'bitch']",1
"[b'mickpeddicord', b'water', b'polo', b'fucking', b'hard', b'respect', b'yeah', b'youre', b'pussy']",1
"[b'mightbekoi', b'satisfiedx', b'troyy', b'edward', b'oss', b'sparkled', b'bitch', b'reality']",1
"[b'mikediggem', b'kudabrazyy', b'old', b'bitch', b'hoe']",1
"[b'mikeypdacav', b'i', b'love', b'song', b'john', b'doe', b'dope', b'mirandawigley', b'edenbaby', b'faggots']",0
"[b'mixmommie', b'i', b'hate', b'bitches', b'talking', b'shit', b'like', b'clearly', b'youi', b'like', b'bitch', b'wit', b'da', b'red', b'door', b'hoe']",1
"[b'moffettmm', b'just', b'got', b'done', b'last', b'final', b'im', b'walkin', b'around', b'campus', b'like', b'i', b'place', b'queer']",0
"[b'mojolife', b'well', b'im', b'going', b'sleep', b'fag']",1
"[b'mommemusthaves', b'mmmh', b'daily', b'httptcobptrtxcel', b'stories', b'via', b'kristincruz', b'exmoshow', b'yellow', b'in', b'amp', b'romyraves', b'luv', b'bling']",2
"[b'moneyyoung', b'they', b'evn', b'hoes', b'silence', b'anymoreproud', b'want', b'respect']",1
"[b'moneyhighpapi', b'when', b'fuck', b'good', b'trip', b'even', b'good', b'dick', b'makes', b'bitch', b'go', b'crazy']",1
"[b'morgansmith', b'luketurner', b'many', b'hoes', b'thats', b'whypreach']",1
"[b'mosoknowso', b'if', b'photographer', b'doesnt', b'back', b'story', b'started', b'pussy', b'believethat', b'cantknockthahussle']",1
"[b'mrdelightfullll', b'ive', b'sounded', b'like', b'fag', b'last', b'days', b'emotions', b'inspiring']",1
"[b'msfoxybaby', b'imaddictedto', b'girls', b'w', b'fat', b'pussy', b'slim', b'waist', b'fat', b'ass', b'n', b'innocent', b'smiles', b'truuuuuu']",1
"[b'mutateroos', b'you', b'seminoles', b'redskins', b'kseminole', b'tribe', b'got', b'agreement', b'themfsu', b'pay', b'use', b'name']",1
"[b'mydicksuckthat', b'who', b'pussy', b'wet', b'httptcocrudddhxhh']",1
"[b'myfishdied', b'you', b'dammn', b'weed', b'potheads', b'annoying', b'af', b'twitter', b'weed', b'pot', b'thing', b'faggot']",0
"[b'nadixo', b'joelxmontoya', b'im', b'dreaming', b'httptcoypyzrai', b'ewwwwbitch', b'must', b'fucked']",1
"[b'nayminajxo', b'skinnybee', b'lmao', b'bitch', b'listening', b'gospel', b'music', b'w', b'liquor', b'hand', b'weaaakkklmfaooooooooo', b'i', b'crying']",1
"[b'neebaddazz', b'amanda', b'bitch', b'ass', b'eva', b'cheat', b'fizz', b'fine', b'ass', b'ion', b'geddit', b'theres', b'nigga', b'looks', b'thought', b'yall', b'knew', b'dat']",1
"[b'neiallure', b'amp', b'feel', b'disrespected', b'bitch', b'try', b'suck', b'dry', b'lips']",1
"[b'nellyflexin', b'yall', b'bitches', b'switch', b'roo', b'niggas', b'hell']",1
"[b'nihaorocky', b'who', b'rt', b'drtruth', b'yall', b'hype', b'bread', b'loaf', b'chick', b'im', b'chill', b'dyke', b'rapper']",0
"[b'niggaimtatted', b'cowboys', b'win', b'games', b'regular', b'season', b'get', b'playoffs', b'trash', b'af', b'lol', b'hating', b'ass', b'nigga']",0
"[b'niggaimtatted', b'having', b'bitches', b'really', b'waveshaq', b'got', b'hoes']",1
"[b'niggaimtatted', b'niggas', b'want', b'good', b'girl', b'still', b'wanna', b'fuck', b'hoes', b'aint', b'gone', b'work', b'gotta', b'pick', b'one', b'boy', b'stfu']",1
"[b'nigggapino', b'splash', b'onna', b'bitch', b'wednesday', b'tomorrow']",1
"[b'nikedownluis', b'vintagemonroe', b'damn', b'browniesi', b'swear', b'lmao']",1
"[b'nochillpaz', b'mom', b'dont', b'call', b'girl', b'bitch', b'thats', b'somebodys', b'daughtersisterniece', b'me', b'and', b'somebodys', b'bitch']",1
"[b'nochillpaz', b'white', b'kids', b'favorite', b'activities', b'calling', b'people', b'niggers', b'xbox', b'fucking', b'pet', b'shooting', b'school']",0
"[b'nogovy', b'smh', b'bitches', b'haters', b'how', b'dare', b'blackgirls', b'jealousy', b'httptcoinnmz', b'yooo', b'loool']",1
"[b'norapist', b'throwing', b'lamps', b'bitches', b'need', b'lighten', b'true', b'dat']",1
"[b'norapist', b'using', b'mx', b'b', b'measure', b'slope', b'ass', b'girl', b'mckinley']",1
"[b'norapist', b'way', b'fuck', b'ur', b'bitch', b'httptcosgvbbrwog', b'mckinley']",1
"[b'norapist', b'way', b'fuck', b'ur', b'bitch', b'httptcozuvwccniv', b'mckinley']",1
"[b'notgrimey', b'bobbybudnic', b'my', b'brother', b'faggotsmh']",1
"[b'notgrimey', b'dnt', b'blame', b'niggas', b'female', b'see', b'ya', b'hoe', b'ass', b'ways', b'go', b'listen', b'jt', b'money', b'fruitcake']",1
"[b'ogbeard', b'some', b'yall', b'bios', b'trash', b'mine', b'pretty', b'good']",2
"[b'ogeezlouise', b'bout', b'time', b'rt', b'joebudden', b'some', b'chicks', b'dont', b'want', b'man', b'want', b'support', b'tell', b'bitch', b'get', b'bra']",1
"[b'officialzyon', b'when', b'pussy', b'stank', b'httptcodirwminqo']",1
"[b'ohshititsrandy', b'remember', b'bro', b'brianlovesass', b'httptcorauruwmyniggah', b'dont', b'show', b'people']",1
"[b'ohthatslee', b'uhoh', b'got', b'hoes', b'lol', b'rt', b'verballyabrupt', b'yall', b'i', b'found', b'letter', b'car', b'httptcoluhimxxs', b'naaah']",1
"[b'ohhnickharmon', b'if', b'shes', b'sending', b'nudes', b'snap', b'chats', b'one', b'guys', b'favorites', b'hoe']",1
"[b'onstar', b'mondays', b'whole', b'lot', b'better', b'youre', b'driving', b'vehicle', b'httptcoliixxmzndz', b'that', b'white', b'pussy', b'uhhh', b'get', b'ya']",1
"[b'opticnadeshot', b'no', b'longer', b'side', b'bitch', b'prosyndicate', b'httptcoqwcunavcv', b'zneezygood']",1
"[b'osmanmasabah', b'spitting', b'people', b'shows', b'werent', b'raised', b'right', b'in', b'another', b'words', b'bitch', b'nigga', b'trait', b'victorsmith']",1
"[b'prayingforhead', b'spongebob', b'beating', b'bitches', b'httptcoewihbsqekbasedshinigami']",1
"[b'paigehardesty', b'a', b'relationship', b'made', b'two', b'bitches', b'dont', b'know', b'countamen']",1
"[b'papisez', b'why', b'everyone', b'thinks', b'youre', b'unfunny', b'pandering', b'jizzbag', b'automatically', b'troll', b'thatupsdude', b'and', b'hate', b'colored', b'folk']",1
"[b'pharaohjas', b'darkskin', b'girls', b'ugly', b'httptcodyeaytaaflawless', b'ass', b'bitch']",1
"[b'plmpcess', b'in', b'fashion', b'world', b'urban', b'means', b'stolen', b'black', b'people', b'ghetto', b'us', b'urban', b'haha', b'httptcosxwgfljc']",2
"[b'poeticallylucky', b'its', b'like', b'bitch', b'gotta', b'pretty', b'pussy', b'loose', b'witchcraft']",1
"[b'postbadbitches', b'httptcoadhjngzvpgthese', b'white', b'girls', b'u', b'holla', b'nooooo', b'brothas', b'go', b'ugliest', b'bad', b'built', b'hoes', b'ever']",1
"[b'postbadbitches', b'httptcorpoquumbm', b'young', b'hoe', b'mampm', b'pillow']",1
"[b'prayforjack', b'i', b'survived', b'swine', b'flu', b'bird', b'flu', b'west', b'nile', b'bloomberg', b'administration', b'ill', b'finethe', b'abortion', b'survival', b'cant', b'get']",2
"[b'prettyxeyes', b'fyi', b'httptcorjuotbgq', b'favorite', b'type', b'bitches']",1
"[b'pubesonfleek', b'my', b'tweets', b'trash']",2
"[b'putyahanonit', b'tweetsnochill', b'small', b'titty', b'bitches', b'pierced', b'nipples', b'look', b'like', b'staples', b'lmao']",1
"[b'quathegreat', b'ready', b'blow', b'bitch', b'httptcoyojyhmbring', b'rellos']",1
"[b'queendev', b'whatevaittakes', b'i', b'couldnt', b'find', b'anything', b'hold', b'hair', b'let', b'alone', b'put', b'pony', b'inno', b'bitch', b'i', b'said', b'post', b'busted', b'pic']",1
"[b'queendev', b'my', b'leave', b'trash', b'u', b'sick']",2
"[b'quisturntup', b'sqquad', b'iont', b'got', b'typebad', b'bitches', b'thing', b'i', b'like', b'aye', b'im', b'living', b'life']",1
"[b'raleighbeougher', b'dumb', b'beaner', b'httptcorhabeqhsu']",2
"[b'ramzyjay', b'i', b'try', b'keep', b'bitches', b'lay', b'away', b'way', b'i', b'feel']",1
"[b'rawritstaraa', b'trust', b'bitches', b'nah']",1
"[b'redheadray', b'is', b'wrong', b'i', b'get', b'bitch', b'started', b'talking', b'shit', b'yes']",1
"[b'regularassron', b'aint', b'nothing', b'better', b'life', b'meeting', b'hoe', b'full', b'time', b'jobdont', b'let', b'benefits', b'nigga']",1
"[b'rellhundo', b'whatevaittakes', b'boney', b'shit', b'right', b'i', b'seen', b'em', b'walking', b'street', b'ctfu', b'i', b'crib', b'tho', b'he', b'lucky', b'nig']",1
"[b'residimples', b'i', b'heard', b'thigh', b'gaps', b'way', b'telling', b'bitch', b'pussy', b'loose', b'what', b'httptcoosjvjzjxcg']",1
"[b'residinero', b'jennydalli', b'residinero', b'i', b'threw', b'hoes', b'away', b'also', b'threw', b'yo', b'life', b'awaybruhhh']",1
"[b'residinero', b'tonyjetsfoo', b'lol', b'haha', b'hahahahahahahahahaahah', b'deez', b'nuts', b'bitch']",1
"[b'residinero', b'hate', b'driving', b'rain', b'drive', b'deez', b'nuts', b'botch', b'mouth', b'hoe']",1
"[b'retrospidey', b'your', b'opinion', b'irrelevant', b'youre', b'cunt', b'sumorerun']",1
"[b'revdennismiller', b'true', b'nothing', b'shuts', b'libdog', b'bitches', b'like', b'bark', b'anything', b'puntcuncher', b'thats', b'calledpreaching', b'the', b'truth']",1
"[b'rightinherpssy', b'fuck', b'right', b'pussy', b'httpstcoywmhlrhu', b'i', b'wish', b'dude', b'grandpa']",1
"[b'rihannaglfs', b'when', b'see', b'bitch', b'talking', b'smack', b'playground', b'httptcoepdgxmzksr']",1
"[b'rileyybryn', b'devonsheaa', b'i', b'want', b'panda', b'express', b'panera', b'big', b'booty', b'hoe']",1
"[b'rojustdgaf', b'arent', b'tho', b'bro', b'rt', b'landoup', b'i', b'hate', b'nosey', b'bitchsome', b'others']",1
"[b'ronstackin', b'got', b'money', b'guns', b'gold', b'bitches', b'nd', b'stacks', b'nigga', b'fuck', b'net', b'beef', b'shooters', b'get', b'niggas', b'bring', b'dat', b'friday', b'den']",1
"[b'rspectmypretty', b'if', b'bitch', b'comes', b'i', b'hope', b'bout', b'slick', b'shit', b'yapping', b'thuggin']",1
"[b'rudeboidrew', b'im', b'finna', b'eat', b'pussy', b'lmao']",1
"[b'rudenation', b'when', b'girls', b'take', b'snap', b'backs', b'beanies', b'lol', b'thats', b'dollars', b'hat', b'ax', b'beanies', b'i', b'dont', b'let', b'take']",2
"[b'rudepost', b'a', b'new', b'breed', b'white', b'girl', b'httpstcozsuzqixd', b'slammed', b'bitch']",1
"[b'runyacheckup', b'shanea', b'a', b'bitch', b'couldnt', b'pay', b'get', b'dem', b'pregnant', b'fr', b'fam', b'ion', b'see', b'niccas', b'poppin', b'kids']",1
"[b'ryeordie', b'niggas', b'want', b'pussy', b'i', b'aint', b'giving', b'here', b'lies', b'dilemma', b'thats', b'cool']",1
"[b'rylannwilliams', b'woodchuck', b'ravenkiann', b'hahahaha', b'bitch', b'make', b'fall', b'love', b'i']",1
"[b'rylannwilliams', b'if', b'buys', b'tattoo', b'wife', b'girl', b'bitch']",1
"[b'saadthesav', b'bitches', b'saying', b'ray', b'rice', b'got', b'deserved', b'month', b'ago', b'wanted', b'man', b'free', b'httptcovfniswxsmh']",1
"[b'salutemyrainbow', b'thatkiduriah', b'bitches', b'like', b'messy', b'bun', b'httptcojffxnwvdi']",1
"[b'savingnohoes', b'when', b'ask', b'imma', b'eat', b'pussy', b'httpstcowvjrcmq']",1
"[b'semlive', b'girl', b'eat', b'mo', b'pussy', b'girl', b'shoulda', b'nigga', b'thats', b'jam']",1
"[b'semlive', b'leave', b'bitchin', b'bitches']",1
"[b'smithaaaaaa', b'tatsnsnapbacks', b'last', b'night', b'well', b'fun', b'lmao', b'got', b'pussy', b'didnt', b'ya', b'vern', b'unfortunately', b'lol']",1
"[b'shawn', b'yall', b'females', b'love', b'yall', b'bum', b'nigga', b'jail', b'bird']",1
"[b'sair', b'lucky', b'ashit', b'got', b'shawty', b'want', b'niggah', b'tryna', b'keep']",1
"[b'samjames', b'khalilreed', b'aknadnrye', b'dont', b'get', b'bro', b'httptcoqjjvynwqio', b'bae', b'textin', b'another', b'nigger']",1
"[b'sarabiaerik', b'i', b'accidentally', b'ate', b'pot', b'brownie', b'i', b'guess', b'goes', b'pledge', b'drug', b'free', b'life', b'lolz', b'lmao', b'college']",2
"[b'sexreiationship', b'who', b'else', b'thinks', b'lip', b'biting', b'fucking', b'sexymaiapapayyya', b'bitch', b'bite', b'hard', b'put', b'hoe']",1
"[b'sexmatical', b'kids', b'call', b'nigger', b'xbox', b'httptcowgvceponh']",1
"[b'sexualmedic', b'how', b'i', b'feel', b'im', b'throwing', b'trash', b'away', b'httptcoqqnrdn', b'everyday', b'school']",2
"[b'sexualgif', b'makes', b'u', b'wcw', b'amp', b'hoes', b'favorite', b'httpstcoindvonjh']",1
"[b'sexyunderhere', b'females', b'know', b'hoes', b'really', b'coolest', b'chicksall', b'sex', b'asideslmao']",1
"[b'seymourblanco', b'they', b'game', b'fuck', b'yall', b'bitches', b'amp', b'yall', b'attitudes', b'httptcorlrnybfedt']",1
"[b'shesoviciouzz', b'it', b'might', b'rt', b'warwithgun', b'some', b'yall', b'females', b'pussy', b'wet', b'cause', b'cried', b'smh']",1
"[b'shetwirlsmykan', b'i', b'say', b'bitch', b'bad', b'woman', b'good', b'lady', b'better', b'lupe']",1
"[b'shessoblessed', b'oreos', b'and', b'milk']",2
"[b'shiannealvarez', b'xo', b'maybe', b'cuz', b'putting', b'trust', b'bitch', b'lady', b'maybe', b'fucking', b'song']",1
"[b'simplyhype', b'kobebryant', b'shut', b'fuck', b'fucking', b'trash', b'nigga', b'work', b'another', b'ring', b'httptcorlenkree']",0
"[b'slimthickchicks', b'httptcoqmhkkqhhgkid', b'yellow', b'rock', b'hard']",1
"[b'smokinonkaya', b'nilaja', b'everybody', b'loves', b'dej', b'loaf', b'cause', b'thats', b'wifey', b'fuck', b'kaya', b'dats', b'bitch']",1
"[b'sodamntrue', b'i', b'live', b'constant', b'fear', b'shit', b'bird', b'well', b'actually', b'fucking', b'happened', b'sooooo']",1
"[b'sotribekasey', b'i', b'surrounded', b'bad', b'bitches', b'i', b'cant', b'keep', b'face', b'wheretheyatdoe']",1
"[b'songokutho', b'dr', b'gero', b'made', b'android', b'destroy', b'da', b'world', b'das', b'sum', b'bitch', b'nigga', b'shit', b'i', b'would', b'program', b'girl', b'android', b'gimme', b'sum', b'neck']",1
"[b'southerngiant', b'kingshelton', b'dumb', b'bitch', b'award', b'goes', b'httptcoiublqny', b'thats', b'uncle', b'sam']",1
"[b'southsidevic', b'i', b'let', b'girl', b'handcuff', b'bed', b'thinkin', b'gon', b'something', b'freaky', b'bitch', b'went', b'phone']",1
"[b'southsidevic', b'what', b'pussy', b'treated', b'condoms', b'like', b'cars', b'treat', b'seatbelts', b'kept', b'beeping', b'u', b'put']",1
"[b'stampdenise', b'djsirfreshley', b'almost', b'yrs', b'you', b'havent', b'one', b'gf', b'since', b'u', b'fckn', b'hoes', b'huh', b'httptcobgrk']",1
"[b'stevestfler', b'your', b'relationship', b'ended', b'life', b'stop', b'whiny', b'bitch']",1
"[b'stfunobodycare', b'codizzlleee', b'satisfiedx', b'fck', b'like', b'hoe', b'thank', b'ima', b'classy', b'i', b'bitch', b'im', b'dead']",1
"[b'stfunobodycare', b'i', b'hate', b'bitches', b'come', b'school', b'musty', b'like', b'tf', b'walk', b'house', b'stank', b'your', b'mama', b'aint', b'shit']",1
"[b'stognerallie', b'jealous', b'bitches', b'like', b'dont', b'subtweet', b'hoe']",1
"[b'stoneyblu', b'yall', b'big', b'braid', b'gelled', b'baby', b'hair', b'havin', b'bitches', b'look', b'like', b'dashiki', b'dont', b'be', b'menace', b'this', b'discussion']",1
"[b'sukasuiti', b'uceina', b'nawwww', b'if', b'hoe', b'sittin', b'floor', b'damn', b'couuuuuch', b'birthday', b'feb', b'naa', b'nope']",1
"[b'sydneysantana', b'treslyon', b'im', b'dead', b'hoe', b'httptcopykjhqbp', b'idk', b'i', b'felt', b'like', b'flaming', b'lol']",1
"[b'thqcheerios', b'tropicalblanket', b'httptcoywjiwma', b'go', b'sleep', b'bitchstfu']",1
"[b'tketterhagen', b'larsmatthews', b'nspan', b'i', b'really', b'like', b'like', b'people', b'town', b'everyone', b'else', b'faggot']",1
"[b'tketterhagen', b'better', b'bitch', b'ass', b'people', b'classes', b'tomorrow']",1
"[b'tpthree', b'westsideflee', b'kekepalmer', b'damn', b'got', b'wifey', b'fall', b'back', b'nigga', b'i', b'dont', b'share', b'hoes']",0
"[b'tvemike', b'when', b'catch', b'girl', b'hoe', b'shit', b'behind', b'back', b'httpstcovfzrxxwd']",1
"[b'twolvegirl', b'i', b'find', b'wanting', b'google', b'yellow', b'king', b'truedetective', b'no', b'kidding', b'what', b'going']",2
"[b'tflye', b'httptcoskavode', b'wet', b'say', b'trav', b'see', b'got', b'hoes', b'cali', b'i', b'send', b'money']",1
"[b'taecocky', b'this', b'bitch', b'childish', b'af', b'httpstcozkmorsn', b'one', b'sisters', b'wouldve', b'crash']",1
"[b'taggs', b'nigeldixon', b'caliboy', b'nigel', b'dont', b'think', b'knows', b'dumb', b'how', b'smart', b'shut', b'bitch', b'ass']",1
"[b'tedofficialpage', b'fucked', b'bitch', b'left', b'like', b'httptcoxqluh']",1
"[b'teelaydee', b'justkarahn', b'whatido', b'yasss', b'bitch', b'get', b'paid', b'tho', b'long', b'dnt', b'act', b'crazy']",1
"[b'teenaaasty', b'half', b'yall', b'hoes', b'still', b'got', b'nut', b'yall', b'baby', b'hairs', b'shut', b'httptcoyyfcnfqzpc']",1
"[b'terrenjanay', b'nobody', b'wants', b'bum', b'except', b'bum', b'bitches']",1
"[b'thareallilwang', b'ur', b'ex', b'girlfriend', b'slut', b'fr', b'f', b'dat', b'hoe']",1
